icao24,callsign,paese,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp_raccolta
33ffea,A650    ,Italy,1787674772,1787674772,13.4228,41.1615,891.54,False,72.06,99.87,0.33,,990.6,1761,False,0,2026-08-25 16:19:38.457363
01022f,MSC816  ,Egypt,1787674772,1787674772,13.898,43.2151,10668.0,False,254.34,147.72,0.0,,11224.26,0244,False,0,2026-08-25 16:19:38.457363
4b1a2e,EZS52RH ,Switzerland,1787674772,1787674772,9.4935,44.7472,11277.6,False,261.49,118.43,0.33,,11811.0,1000,False,0,2026-08-25 16:19:38.457363
484b09,PHMYX   ,Kingdom of the Netherlands,1787674771,1787674772,8.6588,41.7286,5798.82,False,167.95,333.83,14.63,,6172.2,,False,0,2026-08-25 16:19:38.457363
4b1a2c,EZS1281 ,Switzerland,1787674772,1787674772,11.1699,42.3015,11894.82,False,248.87,158.79,-0.33,,12519.66,3752,False,0,2026-08-25 16:19:38.457363
4b1a37,EZS49JR ,Switzerland,1787674772,1787674772,6.8229,44.5878,7315.2,False,235.48,353.73,0.0,,7719.06,1000,False,0,2026-08-25 16:19:38.457363
4b1a34,EZS31MA ,Switzerland,1787674772,1787674772,10.8238,46.1533,10660.38,False,206.26,314.49,0.0,,11132.82,3721,False,0,2026-08-25 16:19:38.457363
4b1a1d,EZS24HA ,Switzerland,1787674772,1787674772,9.9228,45.2729,11582.4,False,187.15,286.94,-0.33,,12085.32,1000,False,0,2026-08-25 16:19:38.457363
4b1a27,EZS19WQ ,Switzerland,1787674772,1787674772,6.6897,45.527,8244.84,False,233.74,124.6,2.6,,8679.18,5705,False,0,2026-08-25 16:19:38.457363
4b1a29,EZS85YX ,Switzerland,1787674772,1787674772,13.747,39.4849,11894.82,False,245.27,154.13,0.0,,12588.24,7464,False,0,2026-08-25 16:19:38.457363
010296,MSR754  ,Egypt,1787674771,1787674771,12.0889,36.4754,11277.6,False,250.71,96.72,0.0,,12001.5,4112,False,0,2026-08-25 16:19:38.457363
4d24de,KMM102  ,Malta,1787674772,1787674772,8.0106,42.8655,10972.8,False,214.75,328.52,0.0,,11567.16,4052,False,0,2026-08-25 16:19:38.457363
4d24f0,SWU1919 ,Malta,1787674770,1787674772,14.7978,39.9269,5791.2,False,194.45,129.42,0.0,,6217.92,,False,0,2026-08-25 16:19:38.457363
4d24e7,EWG1UZ  ,Malta,1787674772,1787674772,8.8516,46.4246,11277.6,False,259.07,144.7,-0.33,,11742.42,2551,False,0,2026-08-25 16:19:38.457363
407739,TOM4PW  ,United Kingdom,1787674771,1787674772,18.0752,40.3699,11277.6,False,251.53,148.98,0.33,,11910.06,3451,False,0,2026-08-25 16:19:38.457363
4d24b5,WZZ1742 ,Malta,1787674772,1787674772,6.8874,40.398,10660.38,False,215.08,268.9,0.0,,11330.94,1000,False,0,2026-08-25 16:19:38.457363
4d24b0,WZZ107  ,Malta,1787674771,1787674771,8.3294,40.4636,10668.0,False,209.35,249.43,0.0,,11323.32,6524,False,0,2026-08-25 16:19:38.457363
4d24b1,WMT675  ,Malta,1787674772,1787674772,12.3498,45.1139,3627.12,False,149.15,314.72,-4.88,,3825.24,7364,False,0,2026-08-25 16:19:38.457363
30099b,IOZZR   ,Italy,1787674770,1787674772,11.608,44.4881,457.2,False,43.73,298.07,2.28,,533.4,7000,False,0,2026-08-25 16:19:38.457363
400e4a,EXS64SW ,United Kingdom,1787674772,1787674772,11.2962,44.4877,11277.6,False,268.81,123.45,0.0,,11788.14,7305,False,0,2026-08-25 16:19:38.457363
300958,ILRHQ   ,Italy,1787674759,1787674759,8.5133,45.9089,266.7,False,62.5,327.09,1.95,,266.7,,False,0,2026-08-25 16:19:38.457363
30093e,ISETH   ,Italy,1787674771,1787674771,10.2919,44.7761,304.8,False,55.79,32.96,-0.98,,358.14,,False,0,2026-08-25 16:19:38.457363
4d2518,RYR6GH  ,Malta,1787674772,1787674772,12.8573,43.6487,9662.16,False,204.47,305.89,-4.88,,10165.08,7360,False,0,2026-08-25 16:19:38.457363
4caeb1,NOS2542 ,Ireland,1787674772,1787674772,12.1651,43.9991,7429.5,False,194.87,306.63,-11.05,,7856.22,2070,False,0,2026-08-25 16:19:38.457363
4d2504,RYR58JY ,Malta,1787674771,1787674772,8.1015,40.9542,11582.4,False,222.14,310.77,0.0,,12237.72,1000,False,0,2026-08-25 16:19:38.457363
4d2508,AEZ41GR ,Malta,1787674582,1787674582,12.2573,41.856,83.82,False,82.68,163.37,-3.9,,144.78,,False,0,2026-08-25 16:19:38.457363
4d253d,AEZ569P ,Malta,1787674772,1787674772,11.1154,41.2717,6080.76,False,172.48,257.25,-4.55,,6492.24,,False,0,2026-08-25 16:19:38.457363
4d251a,RYR68SX ,Malta,1787674772,1787674772,7.6241,42.5902,11277.6,False,213.45,222.07,-0.33,,11871.96,1000,False,0,2026-08-25 16:19:38.457363
347287,IBE08YL ,Spain,1787674772,1787674772,8.8285,40.4086,11590.02,False,257.36,99.09,0.0,,12260.58,1231,False,0,2026-08-25 16:19:38.457363
4caefa,ITY1733 ,Ireland,1787674772,1787674772,13.0666,39.658,9707.88,False,254.3,158.52,6.5,,10332.72,,False,0,2026-08-25 16:19:38.457363
4caefb,ITY723  ,Ireland,1787674772,1787674772,17.6641,40.8644,11582.4,False,212.23,278.5,0.0,,12222.48,,False,0,2026-08-25 16:19:38.457363
347258,VOE8UA  ,Spain,1787674707,1787674707,10.7943,45.3308,556.26,False,99.68,45.84,-4.23,,670.56,0016,False,0,2026-08-25 16:19:38.457363
3e72af,DKIPZ   ,Germany,1787674757,1787674757,6.7733,43.5036,1021.08,False,31.21,171.47,-0.33,,1104.9,,False,0,2026-08-25 16:19:38.457363
4b1a01,SAZ62   ,Switzerland,1787674772,1787674772,9.7847,44.1527,10972.8,False,218.2,342.72,-0.65,,11529.06,1227,False,0,2026-08-25 16:19:38.457363
33fcb6,IAM0126 ,Italy,1787674771,1787674772,10.8323,42.6747,6896.1,False,200.32,139.48,-6.18,,7284.72,7302,False,0,2026-08-25 16:19:38.457363
4caf28,RYR7VL  ,Ireland,1787674771,1787674771,8.6799,40.8831,10668.0,False,218.5,273.37,0.0,,11308.08,,False,0,2026-08-25 16:19:38.457363
4caf1e,ITY1644 ,Ireland,1787674772,1787674772,13.3039,42.8653,10363.2,False,200.61,303.81,-0.33,,10911.84,1000,False,0,2026-08-25 16:19:38.457363
4caf1f,ITY1435 ,Ireland,1787674771,1787674772,11.0004,42.3505,7726.68,False,186.85,306.49,5.53,,8191.5,1000,False,0,2026-08-25 16:19:38.457363
4caf1c,ITY2092 ,Ireland,1787674772,1787674772,9.6628,44.4565,5212.08,False,185.62,341.41,-9.43,,5501.64,1000,False,0,2026-08-25 16:19:38.457363
4caf1d,ITY354  ,Ireland,1787674771,1787674772,10.6627,42.297,7924.8,False,211.36,314.51,0.0,,8412.48,1000,False,0,2026-08-25 16:19:38.457363
4072dc,EXS83P  ,United Kingdom,1787674772,1787674772,11.5617,40.5833,11887.2,False,245.72,153.92,0.0,,12534.9,1172,False,0,2026-08-25 16:19:38.457363
4d23b8,DAH3017 ,Malta,1787674771,1787674771,15.0245,40.3436,11269.98,False,227.76,226.1,0.0,,11917.68,2306,False,0,2026-08-25 16:19:38.457363
4d23c4,GTR1950 ,Malta,1787674772,1787674772,10.324,41.4826,10972.8,False,266.15,71.28,0.0,,11582.4,1214,False,0,2026-08-25 16:19:38.457363
300661,IBBPE   ,Italy,1787674686,1787674693,12.182,37.462,906.78,False,72.99,13.45,0.0,,1043.94,2000,False,0,2026-08-25 16:19:38.457363
4d23ea,CXI9VM  ,Malta,1787674771,1787674771,17.5774,42.2066,11582.4,False,218.17,334.89,0.0,,12169.14,,False,0,2026-08-25 16:19:38.457363
4072a4,TOM11K  ,United Kingdom,1787674769,1787674771,15.8377,44.0438,11277.6,False,263.69,117.41,0.0,,11803.38,2156,False,0,2026-08-25 16:19:38.457363
4d2407,EWG5R   ,Malta,1787674772,1787674772,6.605,46.6543,11269.98,False,200.7,218.34,0.0,,11742.42,2540,False,0,2026-08-25 16:19:38.457363
4d2409,EWG79A  ,Malta,1787674772,1787674772,11.2584,45.258,11879.58,False,245.5,164.57,0.0,,12367.26,1000,False,0,2026-08-25 16:19:38.457363
4d241e,WZZ3112 ,Malta,1787674772,1787674772,16.0365,46.4103,9144.0,False,219.25,21.33,0.0,,9555.48,1000,False,0,2026-08-25 16:19:38.457363
4d242f,WMT5AS  ,Malta,1787674771,1787674772,7.7787,44.1834,11285.22,False,198.37,242.17,0.0,,11841.48,1000,False,0,2026-08-25 16:19:38.457363
34608f,IBE06YG ,Spain,1787674771,1787674771,7.1893,40.6037,10972.8,False,242.46,87.93,0.0,,11620.5,1000,False,0,2026-08-25 16:19:38.457363
4d242b,WMT1LH  ,Malta,1787674771,1787674772,7.8838,40.4922,10668.0,False,217.12,258.8,-0.33,,11338.56,0212,False,0,2026-08-25 16:19:38.457363
4cada7,ITY1795 ,Ireland,1787674655,1787674655,13.2173,38.2182,480.06,False,66.88,247.38,-3.25,,571.5,,False,0,2026-08-25 16:19:38.457363
4cada9,ITY1607 ,Ireland,1787674771,1787674772,14.0175,41.2914,8953.5,False,260.92,130.44,8.78,,9517.38,,False,0,2026-08-25 16:19:38.457363
4cada6,ITY574  ,Ireland,1787674772,1787674772,9.2753,46.268,9144.0,False,222.25,333.02,0.0,,9563.1,1000,False,0,2026-08-25 16:19:38.457363
4d2425,WZZ1919 ,Malta,1787674772,1787674772,10.7056,40.4556,10675.62,False,210.92,270.0,0.0,,11338.56,6535,False,0,2026-08-25 16:19:38.457363
4d2426,WZZ6262 ,Malta,1787674772,1787674772,13.2716,46.1564,10683.24,False,210.71,245.94,0.0,,11140.44,1000,False,0,2026-08-25 16:19:38.457363
3005df,ITORQ   ,Italy,1787674726,1787674751,8.9749,38.9567,312.42,False,51.26,31.46,4.88,,381.0,0037,False,0,2026-08-25 16:19:38.457363
4d240c,EWG82N  ,Malta,1787674772,1787674772,6.9044,46.637,11887.2,False,208.08,209.8,0.33,,12344.4,0127,False,0,2026-08-25 16:19:38.457363
4c4aab,PNC1VL  ,Serbia,1787674772,1787674772,13.2513,45.5068,5958.84,False,189.32,90.31,10.08,,6225.54,0272,False,0,2026-08-25 16:19:38.457363
a9ca9d,N73VR   ,United States,1787674771,1787674771,14.7461,43.2591,10668.0,False,235.73,224.47,0.0,,11216.64,7344,False,0,2026-08-25 16:19:38.457363
406229,EZY76TY ,United Kingdom,1787674772,1787674772,12.4515,45.8619,10972.8,False,203.76,321.97,0.0,,11430.0,0246,False,0,2026-08-25 16:19:38.457363
4cadfe,RYR97NR ,Ireland,1787674770,1787674770,18.3581,43.3982,11887.2,False,246.06,132.97,0.33,,12443.46,4734,False,0,2026-08-25 16:19:38.457363
40753c,EXS53RU ,United Kingdom,1787674770,1787674770,16.6703,43.6999,11277.6,False,253.3,116.41,0.0,,11818.62,7301,False,0,2026-08-25 16:19:38.457363
4d2486,VJT464  ,Malta,1787674770,1787674770,9.9552,43.2448,7620.0,False,231.97,113.67,0.33,,8046.72,0462,False,0,2026-08-25 16:19:38.457363
4cadf2,RYR9626 ,Ireland,1787674645,1787674645,16.3631,42.6865,10271.76,False,261.38,138.75,-17.23,,11155.68,7304,False,0,2026-08-25 16:19:38.457363
4cade8,ITY2097 ,Ireland,1787674772,1787674772,9.7104,44.9707,6438.9,False,210.51,153.43,14.31,,6774.18,1000,False,0,2026-08-25 16:19:38.457363
4cade4,RYR9NC  ,Ireland,1787674771,1787674772,12.4204,41.654,2964.18,False,137.63,222.58,16.91,,3154.68,,False,0,2026-08-25 16:19:38.457363
4cadec,ITY1793 ,Ireland,1787674771,1787674772,12.1626,40.7213,11887.2,False,256.02,158.18,-0.33,,12542.52,1000,False,0,2026-08-25 16:19:38.457363
4cadf6,RYR12BX ,Ireland,1787674771,1787674771,15.0851,40.0205,10972.8,False,211.97,336.55,0.65,,11620.5,6561,False,0,2026-08-25 16:19:38.457363
406250,BAW621  ,United Kingdom,1787674771,1787674772,12.3592,42.8723,3665.22,False,123.02,302.36,7.15,,3893.82,,False,0,2026-08-25 16:19:38.457363
407575,EZY93NG ,United Kingdom,1787674772,1787674772,8.5655,41.163,4846.32,False,217.1,89.73,-8.13,,5242.56,5231,False,0,2026-08-25 16:19:38.457363
4d248d,WMT266  ,Malta,1787674772,1787674772,15.2294,46.1419,11582.4,False,206.02,255.1,0.0,,12047.22,1000,False,0,2026-08-25 16:19:38.457363
4cae05,NOS2874 ,Ireland,1787674770,1787674771,12.1776,41.7384,952.5,False,103.04,176.85,7.15,,1043.94,,False,0,2026-08-25 16:19:38.457363
4cae00,RYR2YR  ,Ireland,1787674772,1787674772,6.7737,46.337,11277.6,False,208.46,213.73,0.0,,11765.28,1000,False,0,2026-08-25 16:19:38.457363
4cae12,ITY1672 ,Ireland,1787674767,1787674767,9.2796,45.4511,,True,0.0,272.81,,,,,False,0,2026-08-25 16:19:38.457363
4d22b0,RYR1J   ,Malta,1787674772,1787674772,16.1114,47.06,7216.14,False,198.16,350.59,-11.05,,7551.42,6626,False,0,2026-08-25 16:19:38.457363
4d22b1,RYR2MK  ,Malta,1787674772,1787674772,14.6756,45.9272,10363.2,False,243.79,43.63,0.0,,10820.4,1000,False,0,2026-08-25 16:19:38.457363
300782,DLH3CH  ,Italy,1787674772,1787674772,16.0095,41.9592,7482.84,False,197.36,327.35,5.2,,7917.18,,False,0,2026-08-25 16:19:38.457363
300781,AUA547H ,Italy,1787674772,1787674772,12.1457,45.2425,1059.18,False,126.96,8.62,-4.88,,1143.0,1000,False,0,2026-08-25 16:19:38.457363
424c7a,MYNNS   ,United Kingdom,1787674771,1787674772,13.9651,41.2154,7581.9,False,202.97,318.39,11.05,,8061.96,,False,0,2026-08-25 16:19:38.457363
4cae83,TFL8PH  ,Ireland,1787674772,1787674772,14.5754,46.601,11887.2,False,252.28,132.77,-0.33,,12329.16,1356,False,0,2026-08-25 16:19:38.457363
4cae91,RYR12DE ,Ireland,1787674772,1787674772,12.8263,44.4528,7429.5,False,190.42,328.03,9.43,,7810.5,0273,False,0,2026-08-25 16:19:38.457363
4d22ab,KMM491  ,Malta,1787674771,1787674772,8.7908,44.9122,11887.2,False,239.34,175.81,-0.33,,12420.6,3057,False,0,2026-08-25 16:19:38.457363
4d22ad,RYR9NM  ,Malta,1787674772,1787674772,8.7914,43.5323,10660.38,False,212.04,219.29,0.33,,11224.26,1000,False,0,2026-08-25 16:19:38.457363
4cae67,RYR7048 ,Ireland,1787674607,1787674677,9.4291,39.0482,1859.28,False,106.56,288.87,-2.28,,2034.54,6571,False,0,2026-08-25 16:19:38.457363
4cae69,RYR4TE  ,Ireland,1787674772,1787674772,7.8182,43.8554,11582.4,False,262.7,48.25,0.0,,12161.52,1000,False,0,2026-08-25 16:19:38.457363
300738,DLH278  ,Italy,1787674771,1787674771,9.2782,45.4562,,True,5.92,0.0,,,,1000,False,0,2026-08-25 16:19:38.457363
4d22c2,RYR556U ,Malta,1787674771,1787674772,13.2149,46.9254,10363.2,False,208.45,242.99,0.0,,10774.68,1000,False,0,2026-08-25 16:19:38.457363
4d22b5,RYR336J ,Malta,1787674772,1787674772,13.2657,46.4159,10972.8,False,225.24,354.76,0.0,,11407.14,5624,False,0,2026-08-25 16:19:38.457363
4cae4c,RYR5AZ  ,Ireland,1787674772,1787674772,13.2472,43.6707,11018.52,False,255.6,160.73,5.53,,11551.92,1000,False,0,2026-08-25 16:19:38.457363
4d22be,RYR6JF  ,Malta,1787674772,1787674772,14.0052,45.8216,10370.82,False,247.73,55.32,0.0,,10812.78,1000,False,0,2026-08-25 16:19:38.457363
4d22ba,RYR11DZ ,Malta,1787674772,1787674772,16.4617,45.8371,9761.22,False,210.87,220.65,-0.33,,10187.94,1000,False,0,2026-08-25 16:19:38.457363
4d234b,RYR63DR ,Malta,1787674771,1787674771,8.4261,40.8663,1455.42,False,111.02,196.42,-4.23,,1600.2,1000,False,0,2026-08-25 16:19:38.457363
4d2352,CAI14DA ,Malta,1787674772,1787674772,16.3235,45.698,11894.82,False,249.18,129.64,0.0,,12359.64,7706,False,0,2026-08-25 16:19:38.457363
4d234c,RYR1KY  ,Malta,1787674771,1787674772,10.4507,45.1092,6164.58,False,236.5,122.2,7.48,,6469.38,0474,False,0,2026-08-25 16:19:38.457363
4d234f,RYR6503 ,Malta,1787674772,1787674772,9.2935,43.6783,11887.2,False,265.92,135.24,0.0,,12466.32,0474,False,0,2026-08-25 16:19:38.457363
4d2346,RYR33VK ,Malta,1787674772,1787674772,11.8823,44.269,10363.2,False,201.66,302.39,-4.55,,10866.12,5513,False,0,2026-08-25 16:19:38.457363
4d237f,LXM059  ,Malta,1787674771,1787674771,12.9845,40.6583,8435.34,False,208.37,322.42,5.2,,8968.74,,False,0,2026-08-25 16:19:38.457363
4d2374,VJT407  ,Malta,1787674772,1787674772,13.9754,36.2824,8435.34,False,213.88,326.08,13.98,,9060.18,6572,False,0,2026-08-25 16:19:38.457363
4d2387,RYR373D ,Malta,1787674771,1787674771,9.3579,40.5166,11277.6,False,208.49,265.47,-0.33,,11940.54,,False,0,2026-08-25 16:19:38.457363
4d2386,RYR93SP ,Malta,1787674772,1787674772,6.6473,45.5442,11277.6,False,262.28,134.6,-0.33,,11788.14,0547,False,0,2026-08-25 16:19:38.457363
4d228b,,Malta,1787674678,1787674678,17.3258,40.6126,5623.56,False,183.13,261.44,14.63,,5996.94,,False,0,2026-08-25 16:19:38.457363
300473,SIO624  ,Italy,1787674772,1787674772,13.2018,41.5919,8801.1,False,221.32,327.05,11.05,,9334.5,,False,0,2026-08-25 16:19:38.457363
4070e9,EXS51E  ,United Kingdom,1787674771,1787674772,8.091,44.8645,11277.6,False,265.04,120.7,0.0,,11780.52,7324,False,0,2026-08-25 16:19:38.457363
4070e4,EXS31XS ,United Kingdom,1787674772,1787674772,14.6809,43.2025,11277.6,False,250.93,130.84,0.0,,11833.86,3457,False,0,2026-08-25 16:19:38.457363
4cad5b,ITY737  ,Ireland,1787674772,1787674772,15.2623,40.1663,10363.2,False,202.88,284.39,0.0,,10980.42,,False,0,2026-08-25 16:19:38.457363
4c01e2,ASL49U  ,Serbia,1787674771,1787674772,17.051,47.0474,10363.2,False,210.07,301.28,-0.33,,10759.44,6112,False,0,2026-08-25 16:19:38.457363
4cad4f,RYR14SC ,Ireland,1787674772,1787674772,9.8168,45.6904,4008.12,False,142.84,341.96,3.9,,4206.24,0426,False,0,2026-08-25 16:19:38.457363
3e1bb3,MCK309  ,Germany,1787674772,1787674772,10.1361,44.7085,4107.18,False,186.14,109.54,-13.33,,4297.68,1000,False,0,2026-08-25 16:19:38.457363
4d21d4,CXI4G   ,Malta,1787674772,1787674772,15.4151,45.963,10980.42,False,222.78,325.06,0.0,,11430.0,2037,False,0,2026-08-25 16:19:38.457363
4cad5d,ITY578  ,Ireland,1787674771,1787674772,7.7408,45.4191,8282.94,False,198.8,323.84,-5.2,,8694.42,1000,False,0,2026-08-25 16:19:38.457363
4cad5e,ITY067  ,Ireland,1787674772,1787674772,9.2832,45.3882,396.24,False,77.41,355.43,-4.23,,441.96,1000,False,0,2026-08-25 16:19:38.457363
4cad3f,RYR2ZK  ,Ireland,1787674772,1787674772,13.8431,46.3562,11369.04,False,258.26,123.22,-4.88,,11826.24,1000,False,0,2026-08-25 16:19:38.457363
4cad3c,RYR3922 ,Ireland,1787674771,1787674772,11.3169,44.5263,320.04,False,87.07,101.24,13.98,,342.9,,False,0,2026-08-25 16:19:38.457363
4d21f7,RYR9957 ,Malta,1787674771,1787674771,14.2367,44.7381,11277.6,False,260.22,121.99,0.33,,11765.28,0241,False,0,2026-08-25 16:19:38.457363
4d21ec,RYR75YL ,Malta,1787674772,1787674772,11.614,44.4824,2788.92,False,161.85,127.38,4.88,,2941.32,1000,False,0,2026-08-25 16:19:38.457363
4d21ea,RYR4LX  ,Malta,1787674772,1787674772,11.7742,42.9719,9357.36,False,221.56,333.97,9.75,,9875.52,4314,False,0,2026-08-25 16:19:38.457363
4cad93,SAS81L  ,Ireland,1787674662,1787674662,14.3923,41.2196,2766.06,False,120.2,164.36,-7.8,,3025.14,6047,False,0,2026-08-25 16:19:38.457363
4d21e9,RYR8FY  ,Malta,1787674771,1787674772,15.1331,42.9964,10972.8,False,202.3,316.24,0.0,,11529.06,2045,False,0,2026-08-25 16:19:38.457363
4d21db,KMM309  ,Malta,1787674772,1787674772,12.7262,42.598,11262.36,False,246.57,172.33,0.33,,11856.72,0233,False,0,2026-08-25 16:19:38.457363
3003af,AUA51SN ,Italy,1787674772,1787674772,11.4148,44.873,2042.16,False,142.03,234.58,-8.78,,2156.46,1000,False,0,2026-08-25 16:19:38.457363
4d2238,RYR35MU ,Malta,1787674771,1787674772,14.5357,39.2641,8084.82,False,261.06,142.2,-15.61,,8633.46,5463,False,0,2026-08-25 16:19:38.457363
4d221a,RYR408P ,Malta,1787674769,1787674770,15.1105,39.8819,9448.8,False,225.64,198.48,0.0,,10035.54,,False,0,2026-08-25 16:19:38.457363
3986e3,AFR98ZF ,France,1787674771,1787674771,7.4589,45.2518,4861.56,False,197.85,131.73,-11.7,,5113.02,1000,False,0,2026-08-25 16:19:38.457363
4d2246,RYR3DV  ,Malta,1787674771,1787674772,15.2954,45.7968,11887.2,False,247.0,135.08,0.33,,12359.64,0114,False,0,2026-08-25 16:19:38.457363
485a32,KLM98A  ,Kingdom of the Netherlands,1787674772,1787674772,11.8197,45.7566,11582.4,False,213.48,340.43,0.0,,12047.22,1000,False,0,2026-08-25 16:19:38.457363
4d2213,RYR66ZQ ,Malta,1787674695,1787674771,12.4877,38.4541,4884.42,False,198.54,8.19,9.1,,5341.62,,False,0,2026-08-25 16:19:38.457363
4d2219,RYR3AF  ,Malta,1787674771,1787674772,13.1061,44.9209,10972.8,False,209.35,327.44,0.0,,11452.86,1000,False,0,2026-08-25 16:19:38.457363
485a35,KLM50N  ,Kingdom of the Netherlands,1787674771,1787674771,12.3913,45.5329,457.2,False,97.61,55.3,8.13,,502.92,1000,False,0,2026-08-25 16:19:38.457363
4d2229,RYR75MA ,Malta,1787674772,1787674772,7.0227,41.0583,11269.98,False,212.48,270.69,3.58,,11910.06,4032,False,0,2026-08-25 16:19:38.457363
4d2222,RYR75LD ,Malta,1787674771,1787674771,7.0759,43.3052,10363.2,False,253.62,43.6,0.0,,10919.46,1000,False,0,2026-08-25 16:19:38.457363
4d2225,RYR57YY ,Malta,1787674772,1787674772,11.6954,40.8828,12496.8,False,252.98,163.7,-0.33,,13136.88,1000,False,0,2026-08-25 16:19:38.457363
4d226e,RYR7DZ  ,Malta,1787674771,1787674772,13.6937,40.8984,8831.58,False,191.96,317.93,-7.8,,9372.6,,False,0,2026-08-25 16:19:38.457363
4d2273,RYR8PL  ,Malta,1787674772,1787674772,14.2017,43.747,12496.8,False,266.26,111.06,-0.33,,13037.82,3745,False,0,2026-08-25 16:19:38.457363
4d2275,RYR275C ,Malta,1787674772,1787674772,14.3431,40.2729,11376.66,False,252.65,159.5,-5.53,,12031.98,1000,False,0,2026-08-25 16:19:38.457363
4d227a,RYR133M ,Malta,1787674771,1787674772,11.9107,41.4102,11582.4,False,217.42,356.88,0.0,,12214.86,7066,False,0,2026-08-25 16:19:38.457363
4d2258,RYR83SL ,Malta,1787674772,1787674772,11.6453,43.8376,10972.8,False,229.96,20.02,0.0,,11521.44,5151,False,0,2026-08-25 16:19:38.457363
4d2251,RYR50CL ,Malta,1787674772,1787674772,15.5211,41.3732,6804.66,False,240.69,97.37,-11.05,,7269.48,,False,0,2026-08-25 16:19:38.457363
4d2250,RYR8VV  ,Malta,1787674771,1787674771,13.5839,40.6931,7414.26,False,187.46,100.75,-2.28,,7894.32,4010,False,0,2026-08-25 16:19:38.457363
4d2261,RYR85TC ,Malta,1787674772,1787674772,14.0814,40.9926,3177.54,False,174.33,97.46,-8.78,,3436.62,0576,False,0,2026-08-25 16:19:38.457363
4d2193,LWG27J  ,Malta,1787674772,1787674772,8.4659,44.9858,7010.4,False,194.94,208.19,0.0,,7368.54,7531,False,0,2026-08-25 16:19:38.457363
493292,NJE151Y ,Portugal,1787674772,1787674772,7.588,42.4223,12496.8,False,201.36,230.49,0.33,,13098.78,4057,False,0,2026-08-25 16:19:38.457363
4b19f4,SWR1794 ,Switzerland,1787674772,1787674772,12.174,40.458,11277.6,False,245.21,160.39,-0.33,,11917.68,3025,False,0,2026-08-25 16:19:38.457363
4d2186,WMT7994 ,Malta,1787674772,1787674772,8.6517,40.8305,10363.2,False,259.33,69.44,0.0,,10995.66,1000,False,0,2026-08-25 16:19:38.457363
4d20b1,WMT6020 ,Malta,1787674772,1787674772,8.433,40.7372,10363.2,False,256.79,75.38,0.0,,10995.66,1000,False,0,2026-08-25 16:19:38.457363
4cac7a,SAS82C  ,Ireland,1787674772,1787674772,17.9267,44.9637,11887.2,False,231.92,152.81,0.0,,12397.74,4534,False,0,2026-08-25 16:19:38.457363
4cac87,RYR7461 ,Ireland,1787674771,1787674772,13.7226,44.6907,11582.4,False,207.6,300.7,0.0,,12092.94,6620,False,0,2026-08-25 16:19:38.457363
4cac86,RYR57TF ,Ireland,1787674771,1787674771,9.5448,44.0531,7810.5,False,211.02,350.88,-5.53,,8252.46,6574,False,0,2026-08-25 16:19:38.457363
4cac64,ABR468  ,Ireland,1787674772,1787674772,8.4036,46.7856,8496.3,False,204.09,174.65,-5.2,,8892.54,1000,False,0,2026-08-25 16:19:38.457363
39b101,FBU72C  ,France,1787674591,1787674618,17.2048,41.9576,11277.6,False,260.44,153.74,-0.65,,11871.96,0653,False,0,2026-08-25 16:19:38.457363
4d20bd,WMT943  ,Malta,1787674771,1787674771,12.2611,45.4343,495.3,False,71.35,34.72,-2.93,,548.64,1000,False,0,2026-08-25 16:19:38.457363
4d20bc,WMT1ZY  ,Malta,1787674772,1787674772,11.4356,41.3686,7010.4,False,146.38,245.06,7.15,,7467.6,,False,0,2026-08-25 16:19:38.457363
30019c,NOS41NG ,Italy,1787674683,1787674683,11.0139,35.9488,1638.3,False,119.84,185.17,-7.15,,1851.66,0422,False,0,2026-08-25 16:19:38.457363
451d85,ASL20T  ,Bulgaria,1787674772,1787674772,16.0562,46.4743,11582.4,False,209.79,302.48,0.33,,12031.98,5427,False,0,2026-08-25 16:19:38.457363
71011e,SVA124  ,Saudi Arabia,1787674772,1787674772,12.0456,41.6063,11879.58,False,279.74,134.93,-0.33,,12519.66,5261,False,0,2026-08-25 16:19:38.457363
71011d,SVA224  ,Saudi Arabia,1787674772,1787674772,12.743,35.9662,11887.2,False,267.98,96.06,-0.65,,12633.96,4523,False,0,2026-08-25 16:19:38.457363
01013d,MSR778  ,Egypt,1787674772,1787674772,17.743,43.5631,11277.6,False,266.66,141.03,0.0,,11826.24,7503,False,0,2026-08-25 16:19:38.457363
4d2101,WMT4169 ,Malta,1787674771,1787674772,7.3919,45.7125,10363.2,False,204.73,320.71,0.0,,10850.88,5772,False,0,2026-08-25 16:19:38.457363
71010b,SVA003  ,Saudi Arabia,1787674772,1787674772,11.5849,41.9055,11887.2,False,276.2,133.42,0.0,,12519.66,0435,False,0,2026-08-25 16:19:38.457363
4d2154,TEU8    ,Malta,1787674772,1787674772,13.6408,42.3213,13716.0,False,223.62,309.59,0.0,,14287.5,5536,False,0,2026-08-25 16:19:38.457363
408305,EXS61AB ,United Kingdom,1787674772,1787674772,14.6577,44.2493,10668.0,False,260.14,114.54,0.0,,11170.92,0524,False,0,2026-08-25 16:19:38.457363
