icao24,callsign,paese,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp_raccolta
3d1187,DEEWT   ,Germany,1787667971,1787667972,13.4832,45.0182,2308.86,False,70.48,320.03,-0.33,,2423.16,6777,False,0,2026-08-25 14:26:15.818294
4bc882,PGT365M ,Turkey,1787667971,1787667971,15.1268,43.0521,11277.6,False,260.97,85.93,0.0,,11849.1,4301,False,0,2026-08-25 14:26:15.818294
4b0f0a,PCH060  ,Switzerland,1787667962,1787667962,8.3937,46.9734,,True,3.34,272.81,,,,1507,False,0,2026-08-25 14:26:15.818294
440053,EJU63KL ,Austria,1787667972,1787667972,10.5543,46.8366,11894.82,False,245.92,125.12,0.0,,12336.78,0660,False,0,2026-08-25 14:26:15.818294
738058,ELY371  ,Israel,1787667971,1787667971,10.0715,39.1519,11277.6,False,211.85,289.58,0.0,,11948.16,2233,False,0,2026-08-25 14:26:15.818294
44006e,AUA75K  ,Austria,1787667971,1787667971,16.1949,46.7508,8884.92,False,238.1,348.79,-5.53,,9288.78,7142,False,0,2026-08-25 14:26:15.818294
3453c3,VLG7GP  ,Spain,1787667970,1787667970,6.7309,43.3804,3451.86,False,157.66,93.18,-4.88,,3657.6,1000,False,0,2026-08-25 14:26:15.818294
70209b,BBC355  ,Bangladesh,1787667869,1787667869,17.1282,40.9381,12184.38,False,232.08,271.4,0.0,,12824.46,4771,False,0,2026-08-25 14:26:15.818294
472fd0,JSD219  ,Hungary,1787667972,1787667972,13.4889,43.5767,10050.78,False,258.16,122.55,0.0,,10530.84,3752,False,0,2026-08-25 14:26:15.818294
300a00,SNM923  ,Italy,1787667802,1787667802,12.6034,41.787,167.64,False,64.67,332.01,-3.25,,251.46,,False,0,2026-08-25 14:26:15.818294
89611e,UAE136  ,United Arab Emirates,1787667968,1787667968,17.3286,41.7274,11277.6,False,265.61,151.8,0.0,,11871.96,0233,False,0,2026-08-25 14:26:15.818294
c0590f,CGHSW   ,Canada,1787667971,1787667971,13.8342,44.4336,13106.4,False,251.23,340.38,0.0,,13594.08,1224,False,0,2026-08-25 14:26:15.818294
471d68,WZZ3061 ,Hungary,1787667972,1787667972,10.0457,40.823,10668.0,False,205.39,272.01,0.0,,11300.46,2037,False,0,2026-08-25 14:26:15.818294
471d62,WZZ25GZ ,Hungary,1787667971,1787667972,17.5266,45.1791,10363.2,False,206.15,266.57,0.33,,10850.88,7355,False,0,2026-08-25 14:26:15.818294
471d67,WZZ8640 ,Hungary,1787667971,1787667971,17.453,44.4293,10378.44,False,213.76,304.61,0.0,,10881.36,4320,False,0,2026-08-25 14:26:15.818294
471d5a,WZZ2471 ,Hungary,1787667971,1787667972,17.4646,46.1071,9753.6,False,203.35,225.1,-0.33,,10172.7,1000,False,0,2026-08-25 14:26:15.818294
471d5b,WZZ1486 ,Hungary,1787667972,1787667972,7.8287,43.8427,10363.2,False,259.06,63.59,0.0,,10911.84,1000,False,0,2026-08-25 14:26:15.818294
471d5e,WMT6KJ  ,Hungary,1787667972,1787667972,15.8778,39.1327,8763.0,False,262.73,145.13,4.23,,9357.36,,False,0,2026-08-25 14:26:15.818294
896190,UAE46   ,United Arab Emirates,1787667972,1787667972,16.8594,47.0276,11887.2,False,266.64,108.33,0.0,,12321.54,7703,False,0,2026-08-25 14:26:15.818294
47b12e,IGO58P  ,Norway,1787667970,1787667970,17.3025,41.8529,11887.2,False,265.33,152.14,0.33,,12534.9,5264,False,0,2026-08-25 14:26:15.818294
39dd42,CCM68JG ,France,1787667972,1787667972,9.0326,43.9632,10370.82,False,217.18,337.14,0.33,,10896.6,1000,False,0,2026-08-25 14:26:15.818294
39dd45,CCM28DO ,France,1787667970,1787667971,8.9162,44.462,11140.44,False,242.08,174.02,-10.73,,11658.6,1000,False,0,2026-08-25 14:26:15.818294
440175,EJU9704 ,Austria,1787667970,1787667970,7.2312,43.6716,76.2,False,59.66,224.3,-3.58,,114.3,5376,False,0,2026-08-25 14:26:15.818294
39dd54,CCM17KY ,France,1787667705,1787667710,9.1292,41.4604,1310.64,False,127.65,110.77,-7.15,,1409.7,1000,False,0,2026-08-25 14:26:15.818294
39dd53,CCM48BZ ,France,1787667970,1787667970,9.2551,41.456,1630.68,False,102.36,81.91,-5.2,,1790.7,1000,False,0,2026-08-25 14:26:15.818294
471dbd,WMT437  ,Hungary,1787667972,1787667972,12.0338,40.3058,10111.74,False,207.06,344.58,-5.2,,10751.82,6566,False,0,2026-08-25 14:26:15.818294
45caa2,DTR1836 ,Denmark,1787667971,1787667971,12.5801,37.5947,2827.02,False,137.57,52.44,-11.05,,3108.96,5470,False,0,2026-08-25 14:26:15.818294
300a86,ITY227  ,Italy,1787667972,1787667972,8.6466,46.235,8305.8,False,246.02,174.48,-12.03,,8724.9,0514,False,0,2026-08-25 14:26:15.818294
440141,EJU71KT ,Austria,1787667971,1787667972,8.9988,45.629,3688.08,False,160.41,164.18,-7.8,,3901.44,1000,False,0,2026-08-25 14:26:15.818294
440159,EJU51ZW ,Austria,1787667968,1787667969,16.2772,41.5014,11574.78,False,211.22,300.44,0.0,,12207.24,,False,0,2026-08-25 14:26:15.818294
356343,AME4538 ,Spain,1787667971,1787667972,8.9164,44.9171,11894.82,False,208.35,230.61,0.0,,12405.36,1353,False,0,2026-08-25 14:26:15.818294
452130,CGF1906 ,Bulgaria,1787667972,1787667972,13.9807,45.9472,10668.0,False,245.02,148.48,-0.33,,11094.72,1374,False,0,2026-08-25 14:26:15.818294
471dad,WMT1KW  ,Hungary,1787667971,1787667972,11.4063,45.2828,9144.0,False,246.94,103.37,0.33,,9578.34,0452,False,0,2026-08-25 14:26:15.818294
471db4,WZZ884Y ,Hungary,1787667971,1787667972,11.4188,46.4604,10675.62,False,211.59,239.94,0.33,,11117.58,1331,False,0,2026-08-25 14:26:15.818294
471db0,WMT7LN  ,Hungary,1787667972,1787667972,15.0114,41.1583,3352.8,False,118.13,232.43,-0.33,,3589.02,1000,False,0,2026-08-25 14:26:15.818294
300a3b,ITY160  ,Italy,1787667970,1787667972,11.57,43.4706,9951.72,False,225.12,356.99,6.83,,10477.5,1000,False,0,2026-08-25 14:26:15.818294
300a4d,IOZZW   ,Italy,1787667971,1787667972,11.6775,44.5115,350.52,False,49.17,42.03,-0.98,,381.0,,False,0,2026-08-25 14:26:15.818294
440115,EJU14TW ,Austria,1787667971,1787667971,11.6408,38.6165,10972.8,False,216.22,351.79,0.33,,11658.6,3762,False,0,2026-08-25 14:26:15.818294
4bb1e5,THY3NV  ,Turkey,1787667971,1787667972,18.0082,46.978,11582.4,False,219.74,295.67,0.0,,12031.98,1000,False,0,2026-08-25 14:26:15.818294
4bb1c4,THY1HZ  ,Turkey,1787667971,1787667972,18.2679,47.0188,11582.4,False,208.72,299.53,0.0,,12024.36,5352,False,0,2026-08-25 14:26:15.818294
4892c6,ENT8BY  ,Poland,1787667972,1787667972,12.9975,46.7413,10363.2,False,220.2,228.79,0.0,,10782.3,7233,False,0,2026-08-25 14:26:15.818294
4bb1c6,THY3UY  ,Turkey,1787667971,1787667972,16.4986,45.9346,11582.4,False,214.16,299.03,0.0,,12047.22,3226,False,0,2026-08-25 14:26:15.818294
4b1fa1,HBLZL   ,Switzerland,1787667969,1787667969,10.3687,44.8004,1554.48,False,76.04,16.11,0.0,,1653.54,,False,0,2026-08-25 14:26:15.818294
34568d,VOE65YT ,Spain,1787667972,1787667972,6.8926,41.6449,10957.56,False,211.92,312.44,0.0,,11597.64,1000,False,0,2026-08-25 14:26:15.818294
345691,IBE0844 ,Spain,1787667971,1787667971,15.2078,40.6348,9753.6,False,209.38,270.14,0.0,,10347.96,,False,0,2026-08-25 14:26:15.818294
7380c1,ELY106  ,Israel,1787667971,1787667971,16.0043,43.0558,11887.2,False,272.17,118.94,-0.33,,12473.94,0467,False,0,2026-08-25 14:26:15.818294
a340c8,N309AG  ,United States,1787667971,1787667971,7.0625,45.2086,11887.2,False,245.91,134.66,0.0,,12390.12,5244,False,0,2026-08-25 14:26:15.818294
345615,ANE1256 ,Spain,1787667972,1787667972,11.133,45.0308,7901.94,False,200.44,250.82,6.83,,8298.18,1000,False,0,2026-08-25 14:26:15.818294
345612,VOE54LL ,Spain,1787667970,1787667971,14.3432,42.0298,11567.16,False,192.53,284.7,0.0,,12169.14,2046,False,0,2026-08-25 14:26:15.818294
4bb267,THY7AT  ,Turkey,1787667971,1787667971,12.4253,41.5431,4701.54,False,193.75,25.48,6.18,,5013.96,,False,0,2026-08-25 14:26:15.818294
506cde,S5CSS   ,Slovenia,1787667970,1787667971,16.4593,44.0881,10660.38,False,189.34,145.96,0.33,,11163.3,4165,False,0,2026-08-25 14:26:15.818294
44cdcc,BEL5WC  ,Belgium,1787667972,1787667972,14.3339,39.941,10988.04,False,211.04,331.94,0.33,,11620.5,,False,0,2026-08-25 14:26:15.818294
4bb286,THY663  ,Turkey,1787667971,1787667971,18.2688,39.6811,10363.2,False,213.31,236.31,0.33,,10988.04,2353,False,0,2026-08-25 14:26:15.818294
4bb282,THY5EC  ,Turkey,1787667972,1787667972,12.1258,37.3819,10370.82,False,219.65,249.15,0.0,,11071.86,2320,False,0,2026-08-25 14:26:15.818294
506cae,VIO1B   ,Slovenia,1787667971,1787667971,7.2089,43.657,,True,4.89,357.19,,,,1000,False,0,2026-08-25 14:26:15.818294
02013a,RAM950X ,Morocco,1787667972,1787667972,7.3889,43.6227,9151.62,False,260.72,58.47,0.0,,9646.92,1000,False,0,2026-08-25 14:26:15.818294
346690,VLG71KL ,Spain,1787667972,1787667972,9.5583,41.0827,9753.6,False,262.17,70.04,0.0,,10363.2,1000,False,0,2026-08-25 14:26:15.818294
46b2b8,MNS562  ,Greece,1787667971,1787667972,16.417,36.5909,10972.8,False,216.04,333.86,-0.33,,11666.22,4101,False,0,2026-08-25 14:26:15.818294
4c80a6,CYP342  ,Cyprus,1787667972,1787667972,13.4813,44.3603,10972.8,False,204.45,307.33,0.0,,11475.72,7343,False,0,2026-08-25 14:26:15.818294
4d03c2,NATO01  ,Luxembourg,1787667972,1787667972,14.7011,43.103,9448.8,False,193.07,308.18,0.0,,9997.44,7574,False,0,2026-08-25 14:26:15.818294
44ce78,BEL2WM  ,Belgium,1787667971,1787667972,11.6643,45.4682,7399.02,False,231.29,2.93,9.43,,7734.3,1000,False,0,2026-08-25 14:26:15.818294
32002f,VOLPE413,Italy,1787667890,1787667890,11.6631,42.0439,617.22,False,63.52,331.98,-0.33,,701.04,,False,0,2026-08-25 14:26:15.818294
346648,VOE1LU  ,Spain,1787667658,1787667658,14.2351,40.982,2133.6,False,155.98,59.04,0.65,,2308.86,1000,False,0,2026-08-25 14:26:15.818294
346644,VOE94RQ ,Spain,1787667972,1787667972,11.6281,43.336,10660.38,False,220.52,192.8,0.0,,11239.5,7432,False,0,2026-08-25 14:26:15.818294
4bb0e2,THY904  ,Turkey,1787667971,1787667971,11.7081,40.8285,12192.0,False,277.8,90.0,0.0,,12824.46,1150,False,0,2026-08-25 14:26:15.818294
4bb205,THY9LP  ,Turkey,1787667970,1787667971,17.7449,43.8931,9753.6,False,203.8,280.91,0.0,,10271.76,4155,False,0,2026-08-25 14:26:15.818294
4bb219,THY7HQ  ,Turkey,1787667970,1787667971,17.1919,40.6114,9753.6,False,207.32,269.86,0.0,,10347.96,2337,False,0,2026-08-25 14:26:15.818294
4bb20d,THY3DJ  ,Turkey,1787667972,1787667972,14.9108,42.896,10363.2,False,266.41,76.72,0.0,,10919.46,1260,False,0,2026-08-25 14:26:15.818294
8963f3,UAE88   ,United Arab Emirates,1787667972,1787667972,14.1264,46.0587,11285.22,False,268.12,134.3,0.0,,11719.56,3030,False,0,2026-08-25 14:26:15.818294
8963eb,UAE6AL  ,United Arab Emirates,1787667972,1787667972,7.4575,43.3353,3192.78,False,174.62,116.41,4.55,,3375.66,,False,0,2026-08-25 14:26:15.818294
489220,ENT774  ,Poland,1787667971,1787667972,14.86,40.9194,9753.6,False,212.71,246.78,0.0,,10363.2,,False,0,2026-08-25 14:26:15.818294
8963e8,UAE78L  ,United Arab Emirates,1787667971,1787667971,13.4188,40.5274,7917.18,False,275.87,113.17,6.83,,8404.86,,False,0,2026-08-25 14:26:15.818294
4067f3,TOM6HT  ,United Kingdom,1787667971,1787667972,7.2633,45.084,11277.6,False,270.67,123.84,0.0,,11788.14,7537,False,0,2026-08-25 14:26:15.818294
4067f0,TOM1WT  ,United Kingdom,1787667971,1787667971,11.6555,45.7635,10972.8,False,204.75,303.21,0.0,,11422.38,2015,False,0,2026-08-25 14:26:15.818294
4b1f2f,HBLVB   ,Switzerland,1787667971,1787667971,7.5951,46.9949,2438.4,False,83.35,88.94,0.0,,2583.18,1442,False,0,2026-08-25 14:26:15.818294
02005b,RAM940J ,Morocco,1787667717,1787667717,12.2567,41.8577,83.82,False,85.1,162.77,-3.25,,137.16,1000,False,0,2026-08-25 14:26:15.818294
344099,VLG2GF  ,Spain,1787667972,1787667972,6.6453,45.4464,10355.58,False,235.99,3.25,0.0,,10828.02,5522,False,0,2026-08-25 14:26:15.818294
4d02b7,JFA01F  ,Luxembourg,1787667894,1787667894,7.2038,43.6547,,True,0.0,137.81,,,,1000,False,0,2026-08-25 14:26:15.818294
484f50,FYG62V  ,Kingdom of the Netherlands,1787667971,1787667972,12.8448,41.0367,8145.78,False,211.75,145.69,-7.8,,8625.84,7302,False,0,2026-08-25 14:26:15.818294
4d02df,JFA86S  ,Luxembourg,1787667970,1787667970,14.6594,43.0469,10668.0,False,235.54,131.1,0.0,,11216.64,0541,False,0,2026-08-25 14:26:15.818294
3965a6,AFR647  ,France,1787667971,1787667972,15.4053,43.3188,10972.8,False,219.7,300.23,0.0,,11506.2,2006,False,0,2026-08-25 14:26:15.818294
3ccf01,ECA4RT  ,Germany,1787667972,1787667972,7.0439,45.9737,5486.4,False,108.8,329.92,3.58,,5760.72,5740,False,0,2026-08-25 14:26:15.818294
4bb074,THY5HK  ,Turkey,1787667971,1787667972,18.0741,47.0658,10363.2,False,216.55,297.9,-0.33,,10789.92,5351,False,0,2026-08-25 14:26:15.818294
4b1e21,HBLKR   ,Switzerland,1787667971,1787667972,7.8912,43.2136,944.88,False,70.39,285.26,0.0,,1028.7,,False,0,2026-08-25 14:26:15.818294
3008f0,IMYAR   ,Italy,1787667927,1787667927,14.8454,38.0521,1005.84,False,60.54,310.87,-4.23,,1127.76,,False,0,2026-08-25 14:26:15.818294
4b1e45,HBLMB   ,Switzerland,1787667972,1787667972,7.0751,46.9366,1363.98,False,70.35,302.76,0.0,,1470.66,6104,False,0,2026-08-25 14:26:15.818294
345041,VLG8AP  ,Spain,1787667971,1787667972,8.5843,40.864,10652.76,False,208.35,270.0,0.0,,11285.22,1213,False,0,2026-08-25 14:26:15.818294
345042,VLG9PK  ,Spain,1787667828,1787667831,12.3182,45.479,129.54,False,71.01,42.36,-3.9,,190.5,1000,False,0,2026-08-25 14:26:15.818294
40658a,CFE03C  ,United Kingdom,1787667972,1787667972,8.7704,45.9695,6842.76,False,219.86,151.34,-12.03,,7139.94,0544,False,0,2026-08-25 14:26:15.818294
ac3857,FDX7    ,United States,1787667971,1787667972,13.6,42.6716,10363.2,False,218.13,306.46,0.0,,10919.46,5522,False,0,2026-08-25 14:26:15.818294
506c45,FIX005  ,Slovenia,1787667972,1787667972,8.3418,45.3855,10553.7,False,228.6,197.42,-4.88,,11026.14,0750,False,0,2026-08-25 14:26:15.818294
407862,EXS33RY ,United Kingdom,1787667971,1787667972,11.8137,45.7981,10668.0,False,247.19,122.33,0.0,,11102.34,2235,False,0,2026-08-25 14:26:15.818294
44cc48,BEL3UF  ,Belgium,1787667972,1787667972,15.5437,46.4742,11894.82,False,251.34,132.01,0.0,,12329.16,0112,False,0,2026-08-25 14:26:15.818294
407838,EZY74WG ,United Kingdom,1787667972,1787667972,18.1021,47.0414,10972.8,False,214.01,297.8,0.0,,11407.14,3235,False,0,2026-08-25 14:26:15.818294
4076e3,BAW718  ,United Kingdom,1787667971,1787667972,17.4813,46.7256,11269.98,False,243.46,129.34,0.0,,11719.56,4724,False,0,2026-08-25 14:26:15.818294
8964a3,UAE20X  ,United Arab Emirates,1787667971,1787667972,15.2629,41.8702,10668.0,False,275.43,115.56,0.0,,11254.74,5722,False,0,2026-08-25 14:26:15.818294
4b8643,TCARC   ,Turkey,1787667971,1787667971,9.7662,45.3508,4648.2,False,221.09,112.87,14.96,,4907.28,3743,False,0,2026-08-25 14:26:15.818294
4b1bdd,HBKOJ   ,Switzerland,1787667971,1787667971,6.6174,46.5529,647.7,False,34.53,183.42,-2.93,,708.66,7000,False,0,2026-08-25 14:26:15.818294
3c48f0,LHX9TY  ,Germany,1787667971,1787667972,13.572,41.0583,7117.08,False,206.4,159.58,-8.13,,7597.14,1000,False,0,2026-08-25 14:26:15.818294
4b1bcc,HBKNS   ,Switzerland,1787667970,1787667970,12.3545,43.1178,868.68,False,58.77,113.2,-5.85,,944.88,2146,False,0,2026-08-25 14:26:15.818294
4d0257,PGQ01C  ,Luxembourg,1787667972,1787667972,10.8004,41.539,13106.4,False,246.95,338.62,0.65,,13708.38,6573,False,0,2026-08-25 14:26:15.818294
4078f0,EZY92ZM ,United Kingdom,1787667970,1787667971,12.5452,45.4834,11277.6,False,256.57,136.71,0.0,,11742.42,0563,False,0,2026-08-25 14:26:15.818294
406696,TOM65X  ,United Kingdom,1787667957,1787667957,16.6507,42.6141,11277.6,False,252.12,111.17,0.0,,11856.72,5252,False,0,2026-08-25 14:26:15.818294
4d0280,JFA35C  ,Luxembourg,1787667972,1787667972,8.0282,45.2356,6096.0,False,126.27,319.63,0.0,,6408.42,0216,False,0,2026-08-25 14:26:15.818294
a9553e,N700HA  ,United States,1787667614,1787667969,7.2279,43.6654,,True,0.0,219.38,,,,,False,0,2026-08-25 14:26:15.818294
406669,EZY96FH ,United Kingdom,1787667971,1787667971,16.8434,45.2309,11277.6,False,240.82,135.52,0.33,,11765.28,7322,False,0,2026-08-25 14:26:15.818294
89667b,UAE89Y  ,United Arab Emirates,1787667971,1787667972,18.0671,39.9818,11887.2,False,268.56,133.45,0.0,,12504.42,0277,False,0,2026-08-25 14:26:15.818294
40796c,TOM3AT  ,United Kingdom,1787667970,1787667971,7.2198,45.2069,12496.8,False,258.44,124.7,0.0,,13022.58,0557,False,0,2026-08-25 14:26:15.818294
345207,VLG3078 ,Spain,1787667971,1787667971,14.3196,40.7951,10668.0,False,256.81,91.61,0.0,,11285.22,3734,False,0,2026-08-25 14:26:15.818294
4d00d8,LGL6494 ,Luxembourg,1787667971,1787667972,8.6519,46.9939,7315.2,False,171.01,338.84,0.0,,7658.1,1000,False,0,2026-08-25 14:26:15.818294
4d00db,LGL951  ,Luxembourg,1787667972,1787667972,10.1158,40.9242,11887.2,False,228.67,177.29,0.0,,12527.28,3507,False,0,2026-08-25 14:26:15.818294
4ab530,SEMIP   ,Sweden,1787667971,1787667972,11.4413,45.7449,891.54,False,55.03,346.48,3.9,,967.74,7000,False,0,2026-08-25 14:26:15.818294
0201d2,RAM952Q ,Morocco,1787667971,1787667972,10.7939,44.5822,1996.44,False,116.65,300.18,-4.23,,2118.36,1000,False,0,2026-08-25 14:26:15.818294
4b1bc5,HBKNL   ,Switzerland,1787667901,1787667901,8.9346,46.153,662.94,False,38.35,83.07,-0.65,,708.66,,False,0,2026-08-25 14:26:15.818294
4b1bc6,HBKNM   ,Switzerland,1787667970,1787667970,8.895,46.1504,632.46,False,46.3,90.0,-1.3,,685.8,,False,0,2026-08-25 14:26:15.818294
4b1bc2,HBKNI   ,Switzerland,1787667971,1787667971,12.312,43.1337,1127.76,False,54.72,99.2,-2.93,,1211.58,2137,False,0,2026-08-25 14:26:15.818294
4ca4b0,ITY758  ,Ireland,1787667947,1787667965,17.3227,42.9322,10668.0,False,266.97,79.34,-0.33,,11224.26,5571,False,0,2026-08-25 14:26:15.818294
040197,ETH710  ,Ethiopia,1787667972,1787667972,10.3029,46.3307,12192.0,False,228.37,309.61,0.0,,12641.58,2752,False,0,2026-08-25 14:26:15.818294
4bcd82,SXS7NJ  ,Turkey,1787667972,1787667972,15.3439,46.5702,11887.2,False,247.71,131.97,0.0,,12336.78,7321,False,0,2026-08-25 14:26:15.818294
4ca4f2,RYR670D ,Ireland,1787667972,1787667972,11.2134,45.4476,4267.2,False,183.58,352.76,15.61,,4457.7,0225,False,0,2026-08-25 14:26:15.818294
49d3d3,TVS2AB  ,Czech Republic,1787667972,1787667972,8.1297,43.943,6050.28,False,205.39,58.94,12.03,,6385.56,1000,False,0,2026-08-25 14:26:15.818294
486491,KLM55F  ,Kingdom of the Netherlands,1787667771,1787667781,16.221,45.8432,876.3,False,96.08,226.74,-5.2,,944.88,1000,False,0,2026-08-25 14:26:15.818294
4ca4ef,RYR55MM ,Ireland,1787667972,1787667972,8.2294,45.0911,10972.8,False,200.16,318.86,0.33,,11452.86,0420,False,0,2026-08-25 14:26:15.818294
4409c0,EJU54TH ,Austria,1787667972,1787667972,8.8354,45.2606,1912.62,False,144.37,346.61,-8.13,,2049.78,5537,False,0,2026-08-25 14:26:15.818294
502dae,SWR1YT  ,Latvia,1787667972,1787667972,10.2618,44.2307,10363.2,False,212.35,333.68,0.0,,10866.12,1000,False,0,2026-08-25 14:26:15.818294
502db2,BTI7HT  ,Latvia,1787667968,1787667971,17.3497,42.2623,10972.8,False,230.35,193.17,0.33,,11544.3,1142,False,0,2026-08-25 14:26:15.818294
4ca569,RYR94MC ,Ireland,1787667972,1787667972,11.741,39.5204,10363.2,False,222.93,342.82,0.0,,11003.28,7036,False,0,2026-08-25 14:26:15.818294
4ca56b,RYR4471 ,Ireland,1787667971,1787667971,13.9213,42.8577,10972.8,False,200.68,299.65,0.33,,11529.06,4415,False,0,2026-08-25 14:26:15.818294
3cd3b7,ELG3D   ,Germany,1787667971,1787667972,10.6341,41.6123,12367.26,False,219.97,193.94,-4.88,,12999.72,5542,False,0,2026-08-25 14:26:15.818294
34134d,IBE06SL ,Spain,1787667971,1787667972,9.4253,40.7505,9867.9,False,214.9,251.43,4.55,,10439.4,,False,0,2026-08-25 14:26:15.818294
4ba9e6,THY1896 ,Turkey,1787667971,1787667971,8.6515,45.7128,1333.5,False,115.69,321.5,10.73,,1417.32,0441,False,0,2026-08-25 14:26:15.818294
4ba9e2,THY5QT  ,Turkey,1787667972,1787667972,11.0079,40.9717,12192.0,False,207.41,268.29,0.0,,12824.46,2347,False,0,2026-08-25 14:26:15.818294
3ce690,PTN16Q  ,Germany,1787667971,1787667972,10.2683,46.1595,8107.68,False,231.04,133.83,-5.2,,8496.3,0565,False,0,2026-08-25 14:26:15.818294
502cd0,BTI44T  ,Latvia,1787667972,1787667972,15.5296,45.392,11612.88,False,211.85,211.8,2.6,,12092.94,2226,False,0,2026-08-25 14:26:15.818294
502d94,UAG45V  ,Latvia,1787667971,1787667972,9.4553,44.9622,2103.12,False,119.69,319.53,-5.53,,2232.66,1000,False,0,2026-08-25 14:26:15.818294
502d7a,SWR9WE  ,Latvia,1787667971,1787667971,11.277,41.6003,10363.2,False,226.29,341.44,0.0,,10965.18,,False,0,2026-08-25 14:26:15.818294
4863db,KLC35C  ,Kingdom of the Netherlands,1787667971,1787667971,11.3092,44.7875,9418.32,False,248.21,168.04,-4.88,,9845.04,1000,False,0,2026-08-25 14:26:15.818294
4b32fd,RGA03   ,Switzerland,1787667972,1787667972,6.9412,46.6929,1074.42,False,55.6,231.01,-0.33,,1158.24,,False,0,2026-08-25 14:26:15.818294
488895,AMQ3Z   ,Poland,1787667971,1787667972,12.6355,43.1483,13114.02,False,206.89,205.16,0.33,,13685.52,5564,False,0,2026-08-25 14:26:15.818294
39bdb7,AFR42VQ ,France,1787667971,1787667972,6.8619,43.9014,5615.94,False,176.38,340.4,8.45,,5928.36,5016,False,0,2026-08-25 14:26:15.818294
39bdb8,AFR34ZZ ,France,1787667972,1787667972,9.2663,46.3344,10058.4,False,247.05,159.9,0.0,,10477.5,1000,False,0,2026-08-25 14:26:15.818294
4b330b,RGA14   ,Switzerland,1787667736,1787667803,6.64,46.5234,9311.64,False,3.09,90.0,-2.28,,655.32,7100,False,0,2026-08-25 14:26:15.818294
44082b,AUA118H ,Austria,1787667972,1787667972,15.4754,46.9622,1005.84,False,107.31,76.7,5.85,,1074.42,1000,False,0,2026-08-25 14:26:15.818294
440826,AUA613  ,Austria,1787667972,1787667972,16.6706,46.5792,9753.6,False,212.23,172.48,0.33,,10149.84,1000,False,0,2026-08-25 14:26:15.818294
48e9f5,RYR9RM  ,Poland,1787667970,1787667971,12.6041,44.4804,12496.8,False,254.25,115.79,0.0,,13007.34,3741,False,0,2026-08-25 14:26:15.818294
48e9f2,RYR8TC  ,Poland,1787667741,1787667741,17.4382,42.5331,8252.46,False,209.12,193.66,-5.53,,8747.76,1000,False,0,2026-08-25 14:26:15.818294
31d797,FLWME3  ,Italy,1787667821,1787667821,8.7283,45.6278,,True,5.92,320.62,,,,,False,0,2026-08-25 14:26:15.818294
a6cc84,VJA537  ,United States,1787667964,1787667966,7.2119,43.6607,,True,0.45,135.0,,,,5545,False,0,2026-08-25 14:26:15.818294
744826,RJA101  ,Jordan,1787667970,1787667970,16.3026,40.814,10972.8,False,215.74,289.21,0.0,,11597.64,5604,False,0,2026-08-25 14:26:15.818294
485061,TRA4J   ,Kingdom of the Netherlands,1787667953,1787667953,16.4527,42.9739,11277.6,False,241.01,150.32,-0.33,,11841.48,0165,False,0,2026-08-25 14:26:15.818294
44d068,BEL8KA  ,Belgium,1787667972,1787667972,11.6221,44.3082,10782.3,False,238.5,164.61,-4.55,,11300.46,1000,False,0,2026-08-25 14:26:15.818294
46104c,FSF801A ,Finland,1787667972,1787667972,6.8934,46.4439,2133.6,False,136.02,79.54,0.0,,2278.38,4315,False,0,2026-08-25 14:26:15.818294
4408d8,GCK40   ,Austria,1787667972,1787667972,9.2092,44.2268,9136.38,False,213.81,320.57,0.0,,9601.2,0454,False,0,2026-08-25 14:26:15.818294
405b67,EZY64YF ,United Kingdom,1787667971,1787667971,6.9855,43.3462,1851.66,False,152.81,90.96,-3.58,,1996.44,2062,False,0,2026-08-25 14:26:15.818294
31d7a5,ECHO9   ,Italy,1787667831,1787667838,8.7177,45.6369,,True,12.35,348.75,,,,,False,0,2026-08-25 14:26:15.818294
4ca216,EIN545  ,Ireland,1787667928,1787667928,7.2067,43.659,,True,0.0,315.0,,,,5236,False,0,2026-08-25 14:26:15.818294
49d283,TVS2785 ,Czech Republic,1787667971,1787667971,14.9219,43.7706,10972.8,False,236.55,25.51,-0.33,,11475.72,1000,False,0,2026-08-25 14:26:15.818294
4ca24f,RYR80FQ ,Ireland,1787667964,1787667970,12.5202,39.1623,6377.94,False,241.94,138.28,-15.93,,6858.0,2522,False,0,2026-08-25 14:26:15.818294
4ca259,RYR28DD ,Ireland,1787667962,1787667962,7.6483,45.1863,,True,7.2,87.19,,,,,False,0,2026-08-25 14:26:15.818294
407e7b,TOM54B  ,United Kingdom,1787667972,1787667972,16.0431,46.5293,11582.4,False,224.11,314.07,0.0,,12031.98,2045,False,0,2026-08-25 14:26:15.818294
407e82,RUK27HZ ,United Kingdom,1787667972,1787667972,16.518,45.1517,10972.8,False,223.66,328.83,0.33,,11452.86,5625,False,0,2026-08-25 14:26:15.818294
48e97b,LOT673  ,Poland,1787667972,1787667972,15.2354,39.9585,11277.6,False,237.84,193.25,0.0,,11925.3,1225,False,0,2026-08-25 14:26:15.818294
39ceb5,TVF8556 ,France,1787667972,1787667972,8.1105,41.1917,12496.8,False,233.63,167.28,-0.33,,13144.5,4303,False,0,2026-08-25 14:26:15.818294
